Código (SKU),Descrição / Nome,Modelo / Referência,Divisão,Categoria,Subcategoria,Preço de Venda (R$),Custo (R$),Temporada,Coleção,Nível de Risco,Faixa de Preço,Cor (nome do fornecedor),Material Principal
SKU_1845_BAL,Vestidos Vestido de Festa SKU_1845_BAL,,Feminino,Vestidos,Vestido de Festa,819.9,271.39,,PV26,,,,
SKU_1845_TUR,Vestidos Vestido de Festa SKU_1845_TUR,,Feminino,Vestidos,Vestido de Festa,819.9,271.39,,PV26,,,,
SKU_1846_PAS,Calças Calça Pantalona SKU_1846_PAS,,Feminino,Calças,Calça Pantalona,349.9,111.27,,PV26,,,,
SKU_1846_SEA,Calças Calça Pantalona SKU_1846_SEA,,Feminino,Calças,Calça Pantalona,349.9,111.27,,PV26,,,,
SKU_1847_MYS,Shorts e Bermudas Short Alfaiataria SKU_1847_MYS,,Feminino,Shorts e Bermudas,Short Alfaiataria,269.9,88.85,,PV26,,,,
SKU_1847_PAS,Shorts e Bermudas Short Alfaiataria SKU_1847_PAS,,Feminino,Shorts e Bermudas,Short Alfaiataria,269.9,88.85,,PV26,,,,
SKU_1848_ARM,Blusas Blusa Manga Curta SKU_1848_ARM,,Feminino,Blusas,Blusa Manga Curta,219.9,65.75,,PV26,,,,
SKU_1848_BAL,Blusas Blusa Manga Curta SKU_1848_BAL,,Feminino,Blusas,Blusa Manga Curta,219.9,65.75,,PV26,,,,
SKU_1849_BAB,Macacões Macaquinho SKU_1849_BAB,,Feminino,Macacões,Macaquinho,329.9,102.98,,PV26,,,,
SKU_1849_GAR,Macacões Macaquinho SKU_1849_GAR,,Feminino,Macacões,Macaquinho,329.9,102.98,,PV26,,,,
SKU_1850_DEE,Cintos Cinto de Couro SKU_1850_DEE,,Acessórios,Cintos,Cinto de Couro,204.9,60.3,,PV26,,,,
SKU_1850_PRI,Cintos Cinto de Couro SKU_1850_PRI,,Acessórios,Cintos,Cinto de Couro,204.9,60.3,,PV26,,,,
SKU_1851_BLU,Blusas Blusa Manga Curta SKU_1851_BLU,,Feminino,Blusas,Blusa Manga Curta,214.9,70.27,,PV26,,,,
SKU_1851_DEE,Blusas Blusa Manga Curta SKU_1851_DEE,,Feminino,Blusas,Blusa Manga Curta,214.9,70.27,,PV26,,,,
SKU_1852_BLA,Vestidos Vestido Midi SKU_1852_BLA,,Feminino,Vestidos,Vestido Midi,499.9,190.16,,PV26,,,,
SKU_1852_FOR,Vestidos Vestido Midi SKU_1852_FOR,,Feminino,Vestidos,Vestido Midi,499.9,190.16,,PV26,,,,
SKU_1853_BLU,Vestidos Vestido Longo SKU_1853_BLU,,Feminino,Vestidos,Vestido Longo,899.9,297.87,,PV26,,,,
SKU_1853_ROS,Vestidos Vestido Longo SKU_1853_ROS,,Feminino,Vestidos,Vestido Longo,899.9,297.87,,PV26,,,,
SKU_1854_MID,Bijoux Brinco SKU_1854_MID,,Acessórios,Bijoux,Brinco,184.9,61.2,,PV26,,,,
SKU_1854_NAV,Bijoux Brinco SKU_1854_NAV,,Acessórios,Bijoux,Brinco,184.9,61.2,,PV26,,,,
SKU_1855_AQU,Saias Saia Midi SKU_1855_AQU,,Feminino,Saias,Saia Midi,274.9,87.42,,PV26,,,,
SKU_1855_FLA,Saias Saia Midi SKU_1855_FLA,,Feminino,Saias,Saia Midi,274.9,87.42,,PV26,,,,
SKU_1856_FLA,Vestidos Vestido Curto SKU_1856_FLA,,Feminino,Vestidos,Vestido Curto,324.9,106.96,,PV26,,,,
SKU_1856_PAS,Vestidos Vestido Curto SKU_1856_PAS,,Feminino,Vestidos,Vestido Curto,324.9,106.96,,PV26,,,,
SKU_1857_IVO,Saias Saia Midi SKU_1857_IVO,,Feminino,Saias,Saia Midi,239.9,78.98,,PV26,,,,
SKU_1857_PAS,Saias Saia Midi SKU_1857_PAS,,Feminino,Saias,Saia Midi,239.9,78.98,,PV26,,,,
SKU_1858_IVO,Vestidos Vestido Longo SKU_1858_IVO,,Feminino,Vestidos,Vestido Longo,899.9,256.23,,PV26,,,,
SKU_1858_OLI,Vestidos Vestido Longo SKU_1858_OLI,,Feminino,Vestidos,Vestido Longo,899.9,256.23,,PV26,,,,
SKU_1859_LIG,Vestidos Vestido Midi SKU_1859_LIG,,Feminino,Vestidos,Vestido Midi,429.9,131.26,,PV26,,,,
SKU_1859_PEA,Vestidos Vestido Midi SKU_1859_PEA,,Feminino,Vestidos,Vestido Midi,429.9,131.26,,PV26,,,,
SKU_1860_BLA,Vestidos Vestido Curto SKU_1860_BLA,,Feminino,Vestidos,Vestido Curto,319.9,85.51,,PV26,,,,
SKU_1860_SPA,Vestidos Vestido Curto SKU_1860_SPA,,Feminino,Vestidos,Vestido Curto,319.9,85.51,,PV26,,,,
SKU_1861_DEE,Saias Saia Curta SKU_1861_DEE,,Feminino,Saias,Saia Curta,194.9,57.89,,PV26,,,,
SKU_1861_SAP,Saias Saia Curta SKU_1861_SAP,,Feminino,Saias,Saia Curta,194.9,57.89,,PV26,,,,
SKU_1862_PAS,Blusas Blusa Cropped SKU_1862_PAS,,Feminino,Blusas,Blusa Cropped,224.9,80.15,,PV26,,,,
SKU_1862_PIN,Blusas Blusa Cropped SKU_1862_PIN,,Feminino,Blusas,Blusa Cropped,224.9,80.15,,PV26,,,,
SKU_1863_MOS,Camisas Camisa Estampada SKU_1863_MOS,,Feminino,Camisas,Camisa Estampada,254.9,84.37,,PV26,,,,
SKU_1863_POW,Camisas Camisa Estampada SKU_1863_POW,,Feminino,Camisas,Camisa Estampada,254.9,84.37,,PV26,,,,
SKU_1864_BRI,Saias Saia Curta SKU_1864_BRI,,Feminino,Saias,Saia Curta,169.9,54.03,,PV26,,,,
SKU_1864_VAN,Saias Saia Curta SKU_1864_VAN,,Feminino,Saias,Saia Curta,169.9,54.03,,PV26,,,,
SKU_1865_CRE,Cintos Cinto de Couro SKU_1865_CRE,,Acessórios,Cintos,Cinto de Couro,249.9,79.47,,PV26,,,,
SKU_1865_POW,Cintos Cinto de Couro SKU_1865_POW,,Acessórios,Cintos,Cinto de Couro,249.9,79.47,,PV26,,,,
SKU_1866_DUS,Calças Calça Pantalona SKU_1866_DUS,,Feminino,Calças,Calça Pantalona,324.9,107.54,,PV26,,,,
SKU_1866_ROS,Calças Calça Pantalona SKU_1866_ROS,,Feminino,Calças,Calça Pantalona,324.9,107.54,,PV26,,,,
SKU_1867_LIG,Shorts e Bermudas Short Alfaiataria SKU_1867_LIG,,Feminino,Shorts e Bermudas,Short Alfaiataria,199.9,65.81,,PV26,,,,
SKU_1867_TEA,Shorts e Bermudas Short Alfaiataria SKU_1867_TEA,,Feminino,Shorts e Bermudas,Short Alfaiataria,199.9,65.81,,PV26,,,,
SKU_1868_ARM,Vestidos Vestido Longo SKU_1868_ARM,,Feminino,Vestidos,Vestido Longo,789.9,261.46,,PV26,,,,
SKU_1868_SEA,Vestidos Vestido Longo SKU_1868_SEA,,Feminino,Vestidos,Vestido Longo,789.9,261.46,,PV26,,,,
SKU_1869_AQU,Bolsas Bolsa Tiracolo SKU_1869_AQU,,Acessórios,Bolsas,Bolsa Tiracolo,489.9,155.79,,PV26,,,,
SKU_1869_CRE,Bolsas Bolsa Tiracolo SKU_1869_CRE,,Acessórios,Bolsas,Bolsa Tiracolo,489.9,155.79,,PV26,,,,
SKU_1870_AQU,Blusas Blusa Cropped SKU_1870_AQU,,Feminino,Blusas,Blusa Cropped,229.9,76.1,,PV26,,,,
SKU_1870_SAG,Blusas Blusa Cropped SKU_1870_SAG,,Feminino,Blusas,Blusa Cropped,229.9,76.1,,PV26,,,,
SKU_1871_SNO,Blusas Body SKU_1871_SNO,,Feminino,Blusas,Body,199.9,66.17,,PV26,,,,
SKU_1871_WHI,Blusas Body SKU_1871_WHI,,Feminino,Blusas,Body,199.9,66.17,,PV26,,,,
SKU_1872_FRE,Bolsas Bolsa Tote SKU_1872_FRE,,Acessórios,Bolsas,Bolsa Tote,854.9,282.97,,PV26,,,,
SKU_1872_SAP,Bolsas Bolsa Tote SKU_1872_SAP,,Acessórios,Bolsas,Bolsa Tote,854.9,282.97,,PV26,,,,
SKU_1873_BAB,Calças Calça Jeans SKU_1873_BAB,,Feminino,Calças,Calça Jeans,449.9,148.92,,PV26,,,,
SKU_1873_BLA,Calças Calça Jeans SKU_1873_BLA,,Feminino,Calças,Calça Jeans,449.9,148.92,,PV26,,,,
SKU_1874_GAR,Shorts e Bermudas Short Jeans SKU_1874_GAR,,Feminino,Shorts e Bermudas,Short Jeans,219.9,72.79,,PV26,,,,
SKU_1874_JAD,Shorts e Bermudas Short Jeans SKU_1874_JAD,,Feminino,Shorts e Bermudas,Short Jeans,219.9,72.79,,PV26,,,,
SKU_1875_BAB,T-shirts e Regatas T-shirt Básica SKU_1875_BAB,,Feminino,T-shirts e Regatas,T-shirt Básica,174.9,57.58,,PV26,,,,
SKU_1875_BIR,T-shirts e Regatas T-shirt Básica SKU_1875_BIR,,Feminino,T-shirts e Regatas,T-shirt Básica,174.9,57.58,,PV26,,,,
SKU_1876_AQU,Shorts e Bermudas Bermuda SKU_1876_AQU,,Feminino,Shorts e Bermudas,Bermuda,199.9,66.17,,PV26,,,,
SKU_1876_CLO,Shorts e Bermudas Bermuda SKU_1876_CLO,,Feminino,Shorts e Bermudas,Bermuda,199.9,66.17,,PV26,,,,
SKU_1877_SAP,Vestidos Vestido Midi SKU_1877_SAP,,Feminino,Vestidos,Vestido Midi,574.9,182.82,,PV26,,,,
SKU_1877_TEA,Vestidos Vestido Midi SKU_1877_TEA,,Feminino,Vestidos,Vestido Midi,574.9,182.82,,PV26,,,,
SKU_1878_ROS,Vestidos Vestido Midi SKU_1878_ROS,,Feminino,Vestidos,Vestido Midi,439.9,144.82,,PV26,,,,
SKU_1878_SEA,Vestidos Vestido Midi SKU_1878_SEA,,Feminino,Vestidos,Vestido Midi,439.9,144.82,,PV26,,,,
SKU_1879_COR,Calças Calça Jeans SKU_1879_COR,,Feminino,Calças,Calça Jeans,304.9,87.46,,PV26,,,,
SKU_1879_WHI,Calças Calça Jeans SKU_1879_WHI,,Feminino,Calças,Calça Jeans,304.9,87.46,,PV26,,,,
SKU_1880_DUS,Vestidos Vestido de Festa SKU_1880_DUS,,Feminino,Vestidos,Vestido de Festa,849.9,260.8,,PV26,,,,
SKU_1880_TUR,Vestidos Vestido de Festa SKU_1880_TUR,,Feminino,Vestidos,Vestido de Festa,849.9,260.8,,PV26,,,,
SKU_1881_CLO,Cintos Cinto de Couro SKU_1881_CLO,,Acessórios,Cintos,Cinto de Couro,244.9,69.87,,PV26,,,,
SKU_1881_SNO,Cintos Cinto de Couro SKU_1881_SNO,,Acessórios,Cintos,Cinto de Couro,244.9,69.87,,PV26,,,,
SKU_1882_SPA,Shorts e Bermudas Short Jeans SKU_1882_SPA,,Feminino,Shorts e Bermudas,Short Jeans,239.9,78.45,,PV26,,,,
SKU_1882_TUR,Shorts e Bermudas Short Jeans SKU_1882_TUR,,Feminino,Shorts e Bermudas,Short Jeans,239.9,78.45,,PV26,,,,
SKU_1883_ARM,Lenços Lenço Estampado SKU_1883_ARM,,Acessórios,Lenços,Lenço Estampado,224.9,73.47,,PV26,,,,
SKU_1883_BLU,Lenços Lenço Estampado SKU_1883_BLU,,Acessórios,Lenços,Lenço Estampado,224.9,73.47,,PV26,,,,
SKU_1884_FOR,Camisas Camisa Estampada SKU_1884_FOR,,Feminino,Camisas,Camisa Estampada,339.9,121.14,,PV26,,,,
SKU_1884_NAV,Camisas Camisa Estampada SKU_1884_NAV,,Feminino,Camisas,Camisa Estampada,339.9,121.14,,PV26,,,,
SKU_1885_BLA,Vestidos Vestido Midi SKU_1885_BLA,,Feminino,Vestidos,Vestido Midi,549.9,182.02,,PV26,,,,
SKU_1885_MAG,Vestidos Vestido Midi SKU_1885_MAG,,Feminino,Vestidos,Vestido Midi,549.9,182.02,,PV26,,,,
SKU_1886_BAL,Blusas Blusa Manga Curta SKU_1886_BAL,,Feminino,Blusas,Blusa Manga Curta,204.9,65.16,,PV26,,,,
SKU_1886_CLO,Blusas Blusa Manga Curta SKU_1886_CLO,,Feminino,Blusas,Blusa Manga Curta,204.9,65.16,,PV26,,,,
SKU_1887_CLE,Blusas Body SKU_1887_CLE,,Feminino,Blusas,Body,199.9,65.81,,PV26,,,,
SKU_1887_PAS,Blusas Body SKU_1887_PAS,,Feminino,Blusas,Body,199.9,65.81,,PV26,,,,
SKU_1888_NAV,Saias Saia Curta SKU_1888_NAV,,Feminino,Saias,Saia Curta,199.9,61.47,,PV26,,,,
SKU_1888_SEA,Saias Saia Curta SKU_1888_SEA,,Feminino,Saias,Saia Curta,199.9,61.47,,PV26,,,,
SKU_1889_BIR,Calças Calça Jeans SKU_1889_BIR,,Feminino,Calças,Calça Jeans,269.9,78.3,,PV26,,,,
SKU_1889_MAR,Calças Calça Jeans SKU_1889_MAR,,Feminino,Calças,Calça Jeans,269.9,78.3,,PV26,,,,
SKU_1890_ROY,Blusas Blusa Cropped SKU_1890_ROY,,Feminino,Blusas,Blusa Cropped,254.9,76.93,,PV26,,,,
SKU_1890_TEA,Blusas Blusa Cropped SKU_1890_TEA,,Feminino,Blusas,Blusa Cropped,254.9,76.93,,PV26,,,,
SKU_1891_BUB,Saias Saia Longa SKU_1891_BUB,,Feminino,Saias,Saia Longa,329.9,106.67,,PV26,,,,
SKU_1891_MAR,Saias Saia Longa SKU_1891_MAR,,Feminino,Saias,Saia Longa,329.9,106.67,,PV26,,,,
SKU_1892_AQU,Camisas Camisa Estampada SKU_1892_AQU,,Feminino,Camisas,Camisa Estampada,289.9,95.2,,PV26,,,,
SKU_1892_ROS,Camisas Camisa Estampada SKU_1892_ROS,,Feminino,Camisas,Camisa Estampada,289.9,95.2,,PV26,,,,
SKU_1893_BIR,Vestidos Vestido Longo SKU_1893_BIR,,Feminino,Vestidos,Vestido Longo,629.9,245.97,,PV26,,,,
SKU_1893_TEA,Vestidos Vestido Longo SKU_1893_TEA,,Feminino,Vestidos,Vestido Longo,629.9,245.97,,PV26,,,,
SKU_1894_AQU,Shorts e Bermudas Bermuda SKU_1894_AQU,,Feminino,Shorts e Bermudas,Bermuda,274.9,90.5,,PV26,,,,
SKU_1894_IVO,Shorts e Bermudas Bermuda SKU_1894_IVO,,Feminino,Shorts e Bermudas,Bermuda,274.9,90.5,,PV26,,,,
SKU_1895_BRI,Blusas Blusa Cropped SKU_1895_BRI,,Feminino,Blusas,Blusa Cropped,194.9,64.51,,PV26,,,,
SKU_1895_PAS,Blusas Blusa Cropped SKU_1895_PAS,,Feminino,Blusas,Blusa Cropped,194.9,64.51,,PV26,,,,
SKU_1896_ARM,Vestidos Vestido de Festa SKU_1896_ARM,,Feminino,Vestidos,Vestido de Festa,1009.9,334.28,,PV26,,,,
SKU_1896_PAS,Vestidos Vestido de Festa SKU_1896_PAS,,Feminino,Vestidos,Vestido de Festa,1009.9,334.28,,PV26,,,,
SKU_1897_JAD,Blusas Blusa Manga Curta SKU_1897_JAD,,Feminino,Blusas,Blusa Manga Curta,234.9,74.7,,PV26,,,,
SKU_1897_SHO,Blusas Blusa Manga Curta SKU_1897_SHO,,Feminino,Blusas,Blusa Manga Curta,234.9,74.7,,PV26,,,,
SKU_1898_EME,Macacões Macacão Longo SKU_1898_EME,,Feminino,Macacões,Macacão Longo,484.9,140.99,,PV26,,,,
SKU_1898_WHI,Macacões Macacão Longo SKU_1898_WHI,,Feminino,Macacões,Macacão Longo,484.9,140.99,,PV26,,,,
SKU_1899_SAG,Cintos Cinto de Couro SKU_1899_SAG,,Acessórios,Cintos,Cinto de Couro,224.9,70.01,,PV26,,,,
SKU_1899_SAP,Cintos Cinto de Couro SKU_1899_SAP,,Acessórios,Cintos,Cinto de Couro,224.9,70.01,,PV26,,,,
SKU_1900_FRE,Calças Calça Jeans SKU_1900_FRE,,Feminino,Calças,Calça Jeans,424.9,124.32,,PV26,,,,
SKU_1900_HON,Calças Calça Jeans SKU_1900_HON,,Feminino,Calças,Calça Jeans,424.9,124.32,,PV26,,,,
SKU_1901_LIM,Shorts e Bermudas Short Jeans SKU_1901_LIM,,Feminino,Shorts e Bermudas,Short Jeans,234.9,74.24,,PV26,,,,
SKU_1901_MIN,Shorts e Bermudas Short Jeans SKU_1901_MIN,,Feminino,Shorts e Bermudas,Short Jeans,234.9,74.24,,PV26,,,,
SKU_1902_BLU,Vestidos Vestido Longo SKU_1902_BLU,,Feminino,Vestidos,Vestido Longo,829.9,282.15,,PV26,,,,
SKU_1902_HOT,Vestidos Vestido Longo SKU_1902_HOT,,Feminino,Vestidos,Vestido Longo,829.9,282.15,,PV26,,,,
SKU_1903_DUS,Calças Calça Jeans SKU_1903_DUS,,Feminino,Calças,Calça Jeans,329.9,120.06,,PV26,,,,
SKU_1903_PAS,Calças Calça Jeans SKU_1903_PAS,,Feminino,Calças,Calça Jeans,329.9,120.06,,PV26,,,,
SKU_1904_CLE,Vestidos Vestido de Festa SKU_1904_CLE,,Feminino,Vestidos,Vestido de Festa,744.9,270.68,,PV26,,,,
SKU_1904_SNO,Vestidos Vestido de Festa SKU_1904_SNO,,Feminino,Vestidos,Vestido de Festa,744.9,270.68,,PV26,,,,
SKU_1905_PRI,Saias Saia Longa SKU_1905_PRI,,Feminino,Saias,Saia Longa,359.9,119.13,,PV26,,,,
SKU_1905_WHI,Saias Saia Longa SKU_1905_WHI,,Feminino,Saias,Saia Longa,359.9,119.13,,PV26,,,,
SKU_1906_NAV,Camisas Camisa Alfaiataria SKU_1906_NAV,,Feminino,Camisas,Camisa Alfaiataria,294.9,97.61,,PV26,,,,
SKU_1906_SHO,Camisas Camisa Alfaiataria SKU_1906_SHO,,Feminino,Camisas,Camisa Alfaiataria,294.9,97.61,,PV26,,,,
SKU_1907_BLA,Calças Calça Jeans SKU_1907_BLA,,Feminino,Calças,Calça Jeans,274.9,80.43,,PV26,,,,
SKU_1907_TEA,Calças Calça Jeans SKU_1907_TEA,,Feminino,Calças,Calça Jeans,274.9,80.43,,PV26,,,,
SKU_1908_BLA,Camisas Camisa Estampada SKU_1908_BLA,,Feminino,Camisas,Camisa Estampada,314.9,93.24,,PV26,,,,
SKU_1908_MID,Camisas Camisa Estampada SKU_1908_MID,,Feminino,Camisas,Camisa Estampada,314.9,93.24,,PV26,,,,
SKU_1909_PEA,Vestidos Vestido Curto SKU_1909_PEA,,Feminino,Vestidos,Vestido Curto,449.9,152.96,,PV26,,,,
SKU_1909_SPA,Vestidos Vestido Curto SKU_1909_SPA,,Feminino,Vestidos,Vestido Curto,449.9,152.96,,PV26,,,,
SKU_1910_MID,Vestidos Vestido de Festa SKU_1910_MID,,Feminino,Vestidos,Vestido de Festa,749.9,255.68,,PV26,,,,
SKU_1910_MYS,Vestidos Vestido de Festa SKU_1910_MYS,,Feminino,Vestidos,Vestido de Festa,749.9,255.68,,PV26,,,,
SKU_1911_LIG,Blusas Blusa Manga Curta SKU_1911_LIG,,Feminino,Blusas,Blusa Manga Curta,214.9,83.35,,PV26,,,,
SKU_1911_RAS,Blusas Blusa Manga Curta SKU_1911_RAS,,Feminino,Blusas,Blusa Manga Curta,214.9,83.35,,PV26,,,,
SKU_1912_MEX,Vestidos Vestido Curto SKU_1912_MEX,,Feminino,Vestidos,Vestido Curto,384.9,126.71,,PV26,,,,
SKU_1912_PAS,Vestidos Vestido Curto SKU_1912_PAS,,Feminino,Vestidos,Vestido Curto,384.9,126.71,,PV26,,,,
SKU_1913_MYS,T-shirts e Regatas T-shirt Estampada SKU_1913_MYS,,Feminino,T-shirts e Regatas,T-shirt Estampada,194.9,70.81,,PV26,,,,
SKU_1913_PIS,T-shirts e Regatas T-shirt Estampada SKU_1913_PIS,,Feminino,T-shirts e Regatas,T-shirt Estampada,194.9,70.81,,PV26,,,,
SKU_1914_BIR,Shorts e Bermudas Bermuda SKU_1914_BIR,,Feminino,Shorts e Bermudas,Bermuda,199.9,73.74,,PV26,,,,
SKU_1914_SNO,Shorts e Bermudas Bermuda SKU_1914_SNO,,Feminino,Shorts e Bermudas,Bermuda,199.9,73.74,,PV26,,,,
SKU_1915_DUS,Vestidos Vestido de Festa SKU_1915_DUS,,Feminino,Vestidos,Vestido de Festa,1164.9,436.21,,PV26,,,,
SKU_1915_SPA,Vestidos Vestido de Festa SKU_1915_SPA,,Feminino,Vestidos,Vestido de Festa,1164.9,436.21,,PV26,,,,
SKU_1916_HOT,Shorts e Bermudas Short Alfaiataria SKU_1916_HOT,,Feminino,Shorts e Bermudas,Short Alfaiataria,254.9,84.37,,PV26,,,,
SKU_1916_TUR,Shorts e Bermudas Short Alfaiataria SKU_1916_TUR,,Feminino,Shorts e Bermudas,Short Alfaiataria,254.9,84.37,,PV26,,,,
SKU_1917_IVO,Calças Calça Jeans SKU_1917_IVO,,Feminino,Calças,Calça Jeans,374.9,124.09,,PV26,,,,
SKU_1917_LIG,Calças Calça Jeans SKU_1917_LIG,,Feminino,Calças,Calça Jeans,374.9,124.09,,PV26,,,,
SKU_1918_SKY,T-shirts e Regatas T-shirt Estampada SKU_1918_SKY,,Feminino,T-shirts e Regatas,T-shirt Estampada,199.9,66.17,,PV26,,,,
SKU_1918_WHI,T-shirts e Regatas T-shirt Estampada SKU_1918_WHI,,Feminino,T-shirts e Regatas,T-shirt Estampada,199.9,66.17,,PV26,,,,
SKU_1919_COB,Vestidos Vestido Longo SKU_1919_COB,,Feminino,Vestidos,Vestido Longo,679.9,225.05,,PV26,,,,
SKU_1919_PEA,Vestidos Vestido Longo SKU_1919_PEA,,Feminino,Vestidos,Vestido Longo,679.9,225.05,,PV26,,,,
SKU_1920_GAR,Lenços Lenço Estampado SKU_1920_GAR,,Acessórios,Lenços,Lenço Estampado,254.9,83.91,,PV26,,,,
SKU_1920_NAV,Lenços Lenço Estampado SKU_1920_NAV,,Acessórios,Lenços,Lenço Estampado,254.9,83.91,,PV26,,,,
SKU_1921_PIN,Shorts e Bermudas Short Alfaiataria SKU_1921_PIN,,Feminino,Shorts e Bermudas,Short Alfaiataria,249.9,79.47,,PV26,,,,
SKU_1921_VAN,Shorts e Bermudas Short Alfaiataria SKU_1921_VAN,,Feminino,Shorts e Bermudas,Short Alfaiataria,249.9,79.47,,PV26,,,,
SKU_1922_BLU,Vestidos Vestido Longo SKU_1922_BLU,,Feminino,Vestidos,Vestido Longo,694.9,204.12,,PV26,,,,
SKU_1922_TEA,Vestidos Vestido Longo SKU_1922_TEA,,Feminino,Vestidos,Vestido Longo,694.9,204.12,,PV26,,,,
SKU_1923_PEA,Shorts e Bermudas Bermuda SKU_1923_PEA,,Feminino,Shorts e Bermudas,Bermuda,189.9,55.84,,PV26,,,,
SKU_1923_TUR,Shorts e Bermudas Bermuda SKU_1923_TUR,,Feminino,Shorts e Bermudas,Bermuda,189.9,55.84,,PV26,,,,
SKU_1924_BIR,Vestidos Vestido Longo SKU_1924_BIR,,Feminino,Vestidos,Vestido Longo,644.9,189.79,,PV26,,,,
SKU_1924_TEA,Vestidos Vestido Longo SKU_1924_TEA,,Feminino,Vestidos,Vestido Longo,644.9,189.79,,PV26,,,,
SKU_1925_PIN,Saias Saia Longa SKU_1925_PIN,,Feminino,Saias,Saia Longa,364.9,115.67,,PV26,,,,
SKU_1925_PRI,Saias Saia Longa SKU_1925_PRI,,Feminino,Saias,Saia Longa,364.9,115.67,,PV26,,,,
SKU_1926_IVO,Blusas Blusa Manga Curta SKU_1926_IVO,,Feminino,Blusas,Blusa Manga Curta,269.9,102.67,,PV26,,,,
SKU_1926_SHO,Blusas Blusa Manga Curta SKU_1926_SHO,,Feminino,Blusas,Blusa Manga Curta,269.9,102.67,,PV26,,,,
SKU_1927_CER,Calças Calça Jeans SKU_1927_CER,,Feminino,Calças,Calça Jeans,299.9,114.01,,PV26,,,,
SKU_1927_FUC,Calças Calça Jeans SKU_1927_FUC,,Feminino,Calças,Calça Jeans,299.9,114.01,,PV26,,,,
SKU_1928_BLU,Vestidos Vestido Curto SKU_1928_BLU,,Feminino,Vestidos,Vestido Curto,314.9,103.67,,PV26,,,,
SKU_1928_COR,Vestidos Vestido Curto SKU_1928_COR,,Feminino,Vestidos,Vestido Curto,314.9,103.67,,PV26,,,,
SKU_1929_COB,Blusas Body SKU_1929_COB,,Feminino,Blusas,Body,294.9,97.08,,PV26,,,,
SKU_1929_PEA,Blusas Body SKU_1929_PEA,,Feminino,Blusas,Body,294.9,97.08,,PV26,,,,
SKU_1930_GAR,Bolsas Bolsa Tiracolo SKU_1930_GAR,,Acessórios,Bolsas,Bolsa Tiracolo,659.9,218.43,,PV26,,,,
SKU_1930_SHO,Bolsas Bolsa Tiracolo SKU_1930_SHO,,Acessórios,Bolsas,Bolsa Tiracolo,659.9,218.43,,PV26,,,,
SKU_1931_COR,Bolsas Bolsa Tiracolo SKU_1931_COR,,Acessórios,Bolsas,Bolsa Tiracolo,744.9,245.22,,PV26,,,,
SKU_1931_MID,Bolsas Bolsa Tiracolo SKU_1931_MID,,Acessórios,Bolsas,Bolsa Tiracolo,744.9,245.22,,PV26,,,,
SKU_1932_COB,Blusas Blusa Cropped SKU_1932_COB,,Feminino,Blusas,Blusa Cropped,194.9,57.89,,PV26,,,,
SKU_1932_NAV,Blusas Blusa Cropped SKU_1932_NAV,,Feminino,Blusas,Blusa Cropped,194.9,57.89,,PV26,,,,
SKU_1933_GAR,Blusas Blusa Cropped SKU_1933_GAR,,Feminino,Blusas,Blusa Cropped,224.9,72.72,,PV26,,,,
SKU_1933_SNO,Blusas Blusa Cropped SKU_1933_SNO,,Feminino,Blusas,Blusa Cropped,224.9,72.72,,PV26,,,,
SKU_1934_COB,Blusas Blusa Manga Curta SKU_1934_COB,,Feminino,Blusas,Blusa Manga Curta,259.9,69.47,,PV26,,,,
SKU_1934_HON,Blusas Blusa Manga Curta SKU_1934_HON,,Feminino,Blusas,Blusa Manga Curta,259.9,69.47,,PV26,,,,
SKU_1935_DEN,Blusas Blusa Manga Curta SKU_1935_DEN,,Feminino,Blusas,Blusa Manga Curta,179.9,57.03,,PV26,,,,
SKU_1935_HOT,Blusas Blusa Manga Curta SKU_1935_HOT,,Feminino,Blusas,Blusa Manga Curta,179.9,57.03,,PV26,,,,
SKU_1936_HON,T-shirts e Regatas T-shirt Básica SKU_1936_HON,,Feminino,T-shirts e Regatas,T-shirt Básica,129.9,50.97,,PV26,,,,
SKU_1936_WHI,T-shirts e Regatas T-shirt Básica SKU_1936_WHI,,Feminino,T-shirts e Regatas,T-shirt Básica,129.9,50.97,,PV26,,,,
SKU_1937_BUB,Blusas Blusa Manga Curta SKU_1937_BUB,,Feminino,Blusas,Blusa Manga Curta,209.9,69.48,,PV26,,,,
SKU_1937_MIN,Blusas Blusa Manga Curta SKU_1937_MIN,,Feminino,Blusas,Blusa Manga Curta,209.9,69.48,,PV26,,,,
SKU_1938_CRE,Vestidos Vestido de Festa SKU_1938_CRE,,Feminino,Vestidos,Vestido de Festa,899.9,297.87,,PV26,,,,
SKU_1938_PAS,Vestidos Vestido de Festa SKU_1938_PAS,,Feminino,Vestidos,Vestido de Festa,899.9,297.87,,PV26,,,,
SKU_1939_LIG,Cintos Cinto de Couro SKU_1939_LIG,,Acessórios,Cintos,Cinto de Couro,159.9,50.85,,PV26,,,,
SKU_1939_ROS,Cintos Cinto de Couro SKU_1939_ROS,,Acessórios,Cintos,Cinto de Couro,159.9,50.85,,PV26,,,,
SKU_1940_BIR,Vestidos Vestido Longo SKU_1940_BIR,,Feminino,Vestidos,Vestido Longo,1084.9,357.15,,PV26,,,,
SKU_1940_HUN,Vestidos Vestido Longo SKU_1940_HUN,,Feminino,Vestidos,Vestido Longo,1084.9,357.15,,PV26,,,,
