Número do Pedido,Código (SKU),Data do Pedido,Quantidade Pedida,Custo Unitário (R$),Fornecedor,Previsão de Entrega,Data de Entrega Real,Status
PED_SKU_1957_CRE_2,SKU_1957_CRE,2025-10-15,105,67.68,,2025-11-29,,Entregue
PED_SKU_1958_PAS_0,SKU_1958_PAS,2025-06-17,78,61.2,,2025-08-01,,Entregue
PED_SKU_1958_PAS_1,SKU_1958_PAS,2025-08-16,78,61.2,,2025-09-30,,Entregue
PED_SKU_1958_PAS_2,SKU_1958_PAS,2025-10-15,78,61.2,,2025-11-29,,Entregue
PED_SKU_1958_PAS_3,SKU_1958_PAS,2025-12-14,78,61.2,,2026-01-28,,Entregue
PED_SKU_1958_BLU_0,SKU_1958_BLU,2025-06-17,155,61.2,,2025-08-01,,Entregue
PED_SKU_1958_BLU_1,SKU_1958_BLU,2025-08-16,155,61.2,,2025-09-30,,Entregue
PED_SKU_1959_TUR_0,SKU_1959_TUR,2025-06-17,158,235.29,,2025-08-01,,Entregue
PED_SKU_1959_TUR_1,SKU_1959_TUR,2025-08-16,158,235.29,,2025-09-30,,Entregue
PED_SKU_1959_WHI_0,SKU_1959_WHI,2025-06-17,110,235.29,,2025-08-01,,Entregue
PED_SKU_1959_WHI_1,SKU_1959_WHI,2025-08-16,110,235.29,,2025-09-30,,Cancelado
PED_SKU_1959_WHI_2,SKU_1959_WHI,2025-10-15,110,235.29,,2025-11-29,,Entregue
PED_SKU_1960_NAV_0,SKU_1960_NAV,2025-06-17,90,57.58,,2025-08-01,,Entregue
PED_SKU_1960_NAV_1,SKU_1960_NAV,2025-08-16,90,57.58,,2025-09-30,,Entregue
PED_SKU_1960_NAV_2,SKU_1960_NAV,2025-10-15,90,57.58,,2025-11-29,,Entregue
PED_SKU_1960_BAL_0,SKU_1960_BAL,2025-06-17,106,57.58,,2025-08-01,,Entregue
PED_SKU_1960_BAL_1,SKU_1960_BAL,2025-08-16,106,57.58,,2025-09-30,,Entregue
PED_SKU_1960_BAL_2,SKU_1960_BAL,2025-10-15,106,57.58,,2025-11-29,,Entregue
PED_SKU_1961_LIG_0,SKU_1961_LIG,2025-06-17,105,137.33,,2025-08-01,,Entregue
PED_SKU_1961_LIG_1,SKU_1961_LIG,2025-08-16,105,137.33,,2025-09-30,,Entregue
PED_SKU_1961_LIG_2,SKU_1961_LIG,2025-10-15,105,137.33,,2025-11-29,,Entregue
PED_SKU_1961_SHO_0,SKU_1961_SHO,2025-06-17,138,137.33,,2025-08-01,,Entregue
PED_SKU_1961_SHO_1,SKU_1961_SHO,2025-08-16,138,137.33,,2025-09-30,,Entregue
PED_SKU_1962_FRE_0,SKU_1962_FRE,2025-06-17,100,70.75,,2025-08-01,,Entregue
PED_SKU_1962_FRE_1,SKU_1962_FRE,2025-08-16,100,70.75,,2025-09-30,,Entregue
PED_SKU_1962_FRE_2,SKU_1962_FRE,2025-10-15,100,70.75,,2025-11-29,,Entregue
PED_SKU_1962_LIG_0,SKU_1962_LIG,2025-06-17,158,70.75,,2025-08-01,,Entregue
PED_SKU_1962_LIG_1,SKU_1962_LIG,2025-08-16,158,70.75,,2025-09-30,,Entregue
PED_SKU_1963_SER_0,SKU_1963_SER,2025-06-17,101,196.07,,2025-08-01,,Entregue
PED_SKU_1963_SER_1,SKU_1963_SER,2025-08-16,101,196.07,,2025-09-30,,Entregue
PED_SKU_1963_SER_2,SKU_1963_SER,2025-10-15,101,196.07,,2025-11-29,,Entregue
PED_SKU_1963_IVO_0,SKU_1963_IVO,2025-06-17,169,196.07,,2025-08-01,,Entregue
PED_SKU_1963_IVO_1,SKU_1963_IVO,2025-08-16,169,196.07,,2025-09-30,,Entregue
PED_SKU_1964_SAL_0,SKU_1964_SAL,2025-06-17,139,89.74,,2025-08-01,,Entregue
PED_SKU_1964_SAL_1,SKU_1964_SAL,2025-08-16,139,89.74,,2025-09-30,,Entregue
PED_SKU_1964_BRI_0,SKU_1964_BRI,2025-06-17,92,89.74,,2025-08-01,,Entregue
PED_SKU_1964_BRI_1,SKU_1964_BRI,2025-08-16,92,89.74,,2025-09-30,,Entregue
PED_SKU_1964_BRI_2,SKU_1964_BRI,2025-10-15,92,89.74,,2025-11-29,,Entregue
PED_SKU_1965_GAR_0,SKU_1965_GAR,2025-06-17,101,67.02,,2025-08-01,,Entregue
PED_SKU_1965_GAR_1,SKU_1965_GAR,2025-08-16,101,67.02,,2025-09-30,,Entregue
PED_SKU_1965_GAR_2,SKU_1965_GAR,2025-10-15,101,67.02,,2025-11-29,,Entregue
PED_SKU_1965_DEN_0,SKU_1965_DEN,2025-06-17,80,67.02,,2025-08-01,,Entregue
PED_SKU_1965_DEN_1,SKU_1965_DEN,2025-08-16,80,67.02,,2025-09-30,,Entregue
PED_SKU_1965_DEN_2,SKU_1965_DEN,2025-10-15,80,67.02,,2025-11-29,,Entregue
PED_SKU_1965_DEN_3,SKU_1965_DEN,2025-12-14,80,67.02,,2026-01-28,,Entregue
PED_SKU_1966_FOR_0,SKU_1966_FOR,2025-06-17,85,200.45,,2025-08-01,,Entregue
PED_SKU_1966_FOR_1,SKU_1966_FOR,2025-08-16,85,200.45,,2025-09-30,,Entregue
PED_SKU_1966_FOR_2,SKU_1966_FOR,2025-10-15,85,200.45,,2025-11-29,,Entregue
PED_SKU_1966_FOR_3,SKU_1966_FOR,2025-12-14,85,200.45,,2026-01-28,,Entregue
PED_SKU_1966_CER_0,SKU_1966_CER,2025-06-17,102,200.45,,2025-08-01,,Entregue
PED_SKU_1966_CER_1,SKU_1966_CER,2025-08-16,102,200.45,,2025-09-30,,Entregue
PED_SKU_1966_CER_2,SKU_1966_CER,2025-10-15,102,200.45,,2025-11-29,,Entregue
PED_SKU_1967_PAL_0,SKU_1967_PAL,2025-06-17,88,76.48,,2025-08-01,,Entregue
PED_SKU_1967_PAL_1,SKU_1967_PAL,2025-08-16,88,76.48,,2025-09-30,,Entregue
PED_SKU_1967_PAL_2,SKU_1967_PAL,2025-10-15,88,76.48,,2025-11-29,,Entregue
PED_SKU_1967_BAB_0,SKU_1967_BAB,2025-06-17,102,76.48,,2025-08-01,,Entregue
PED_SKU_1967_BAB_1,SKU_1967_BAB,2025-08-16,102,76.48,,2025-09-30,,Entregue
PED_SKU_1967_BAB_2,SKU_1967_BAB,2025-10-15,102,76.48,,2025-11-29,,Entregue
PED_SKU_1968_JAD_0,SKU_1968_JAD,2025-06-17,161,57.89,,2025-08-01,,Entregue
PED_SKU_1968_JAD_1,SKU_1968_JAD,2025-08-16,161,57.89,,2025-09-30,,Entregue
PED_SKU_1968_PAS_0,SKU_1968_PAS,2025-06-17,75,57.89,,2025-08-01,,Entregue
PED_SKU_1968_PAS_1,SKU_1968_PAS,2025-08-16,75,57.89,,2025-09-30,,Entregue
PED_SKU_1968_PAS_2,SKU_1968_PAS,2025-10-15,75,57.89,,2025-11-29,,Entregue
PED_SKU_1968_PAS_3,SKU_1968_PAS,2025-12-14,75,57.89,,2026-01-28,,Entregue
PED_SKU_1969_SER_0,SKU_1969_SER,2025-06-17,143,135.68,,2025-08-01,,Entregue
PED_SKU_1969_SER_1,SKU_1969_SER,2025-08-16,143,135.68,,2025-09-30,,Entregue
PED_SKU_1969_SNO_0,SKU_1969_SNO,2025-06-17,105,135.68,,2025-08-01,,Entregue
PED_SKU_1969_SNO_1,SKU_1969_SNO,2025-08-16,105,135.68,,2025-09-30,,Entregue
PED_SKU_1969_SNO_2,SKU_1969_SNO,2025-10-15,105,135.68,,2025-11-29,,Entregue
PED_SKU_1970_PEA_0,SKU_1970_PEA,2025-06-17,92,244.83,,2025-08-01,,Entregue
PED_SKU_1970_PEA_1,SKU_1970_PEA,2025-08-16,92,244.83,,2025-09-30,,Entregue
PED_SKU_1970_PEA_2,SKU_1970_PEA,2025-10-15,92,244.83,,2025-11-29,,Entregue
PED_SKU_1970_TUR_0,SKU_1970_TUR,2025-06-17,69,244.83,,2025-08-01,,Entregue
PED_SKU_1970_TUR_1,SKU_1970_TUR,2025-08-16,69,244.83,,2025-09-30,,Entregue
PED_SKU_1970_TUR_2,SKU_1970_TUR,2025-10-15,69,244.83,,2025-11-29,,Entregue
PED_SKU_1970_TUR_3,SKU_1970_TUR,2025-12-14,69,244.83,,2026-01-28,,Entregue
PED_SKU_1971_RAS_0,SKU_1971_RAS,2025-06-17,75,273.2,,2025-08-01,,Entregue
PED_SKU_1971_RAS_1,SKU_1971_RAS,2025-08-16,75,273.2,,2025-09-30,,Entregue
PED_SKU_1971_RAS_2,SKU_1971_RAS,2025-10-15,75,273.2,,2025-11-29,,Entregue
PED_SKU_1971_RAS_3,SKU_1971_RAS,2025-12-14,75,273.2,,2026-01-28,,Entregue
PED_SKU_1971_PIN_0,SKU_1971_PIN,2025-06-17,103,273.2,,2025-08-01,,Entregue
PED_SKU_1971_PIN_1,SKU_1971_PIN,2025-08-16,103,273.2,,2025-09-30,,Cancelado
PED_SKU_1971_PIN_2,SKU_1971_PIN,2025-10-15,103,273.2,,2025-11-29,,Entregue
PED_SKU_1972_PAS_0,SKU_1972_PAS,2025-06-17,137,114.16,,2025-08-01,,Entregue
PED_SKU_1972_PAS_1,SKU_1972_PAS,2025-08-16,137,114.16,,2025-09-30,,Entregue
PED_SKU_1972_AQU_0,SKU_1972_AQU,2025-06-17,83,114.16,,2025-08-01,,Entregue
PED_SKU_1972_AQU_1,SKU_1972_AQU,2025-08-16,83,114.16,,2025-09-30,,Cancelado
PED_SKU_1972_AQU_2,SKU_1972_AQU,2025-10-15,83,114.16,,2025-11-29,,Entregue
PED_SKU_1972_AQU_3,SKU_1972_AQU,2025-12-14,83,114.16,,2026-01-28,,Entregue
PED_SKU_1973_SKY_0,SKU_1973_SKY,2025-06-17,112,101.73,,2025-08-01,,Entregue
PED_SKU_1973_SKY_1,SKU_1973_SKY,2025-08-16,112,101.73,,2025-09-30,,Entregue
PED_SKU_1973_SKY_2,SKU_1973_SKY,2025-10-15,112,101.73,,2025-11-29,,Entregue
PED_SKU_1973_MYS_0,SKU_1973_MYS,2025-06-17,82,101.73,,2025-08-01,,Entregue
PED_SKU_1973_MYS_1,SKU_1973_MYS,2025-08-16,82,101.73,,2025-09-30,,Entregue
PED_SKU_1973_MYS_2,SKU_1973_MYS,2025-10-15,82,101.73,,2025-11-29,,Entregue
PED_SKU_1973_MYS_3,SKU_1973_MYS,2025-12-14,82,101.73,,2026-01-28,,Cancelado
PED_SKU_1974_JAD_0,SKU_1974_JAD,2025-06-17,158,63.57,,2025-08-01,,Entregue
PED_SKU_1974_JAD_1,SKU_1974_JAD,2025-08-16,158,63.57,,2025-09-30,,Entregue
PED_SKU_1974_MIN_0,SKU_1974_MIN,2025-06-17,138,63.57,,2025-08-01,,Entregue
PED_SKU_1974_MIN_1,SKU_1974_MIN,2025-08-16,138,63.57,,2025-09-30,,Entregue
PED_SKU_1975_MYS_0,SKU_1975_MYS,2025-06-17,165,141.48,,2025-08-01,,Entregue
PED_SKU_1975_MYS_1,SKU_1975_MYS,2025-08-16,165,141.48,,2025-09-30,,Entregue
PED_SKU_1975_PAS_0,SKU_1975_PAS,2025-06-17,70,141.48,,2025-08-01,,Cancelado
PED_SKU_1975_PAS_1,SKU_1975_PAS,2025-08-16,70,141.48,,2025-09-30,,Entregue
PED_SKU_1975_PAS_2,SKU_1975_PAS,2025-10-15,70,141.48,,2025-11-29,,Entregue
PED_SKU_1975_PAS_3,SKU_1975_PAS,2025-12-14,70,141.48,,2026-01-28,,Entregue
PED_SKU_1976_SKY_0,SKU_1976_SKY,2025-06-17,78,177.74,,2025-08-01,,Cancelado
PED_SKU_1976_SKY_1,SKU_1976_SKY,2025-08-16,78,177.74,,2025-09-30,,Entregue
PED_SKU_1976_SKY_2,SKU_1976_SKY,2025-10-15,78,177.74,,2025-11-29,,Entregue
PED_SKU_1976_SKY_3,SKU_1976_SKY,2025-12-14,78,177.74,,2026-01-28,,Entregue
PED_SKU_1976_JAD_0,SKU_1976_JAD,2025-06-17,84,177.74,,2025-08-01,,Entregue
PED_SKU_1976_JAD_1,SKU_1976_JAD,2025-08-16,84,177.74,,2025-09-30,,Cancelado
PED_SKU_1976_JAD_2,SKU_1976_JAD,2025-10-15,84,177.74,,2025-11-29,,Entregue
PED_SKU_1976_JAD_3,SKU_1976_JAD,2025-12-14,84,177.74,,2026-01-28,,Entregue
PED_SKU_1977_NAV_0,SKU_1977_NAV,2025-06-17,84,71.13,,2025-08-01,,Entregue
PED_SKU_1977_NAV_1,SKU_1977_NAV,2025-08-16,84,71.13,,2025-09-30,,Entregue
PED_SKU_1977_NAV_2,SKU_1977_NAV,2025-10-15,84,71.13,,2025-11-29,,Entregue
PED_SKU_1977_NAV_3,SKU_1977_NAV,2025-12-14,84,71.13,,2026-01-28,,Entregue
PED_SKU_1977_TEA_0,SKU_1977_TEA,2025-06-17,97,71.13,,2025-08-01,,Entregue
PED_SKU_1977_TEA_1,SKU_1977_TEA,2025-08-16,97,71.13,,2025-09-30,,Entregue
PED_SKU_1977_TEA_2,SKU_1977_TEA,2025-10-15,97,71.13,,2025-11-29,,Entregue
PED_SKU_1978_BAL_0,SKU_1978_BAL,2025-06-17,135,82.72,,2025-08-01,,Entregue
PED_SKU_1978_BAL_1,SKU_1978_BAL,2025-08-16,135,82.72,,2025-09-30,,Entregue
PED_SKU_1978_ROS_0,SKU_1978_ROS,2025-06-17,153,82.72,,2025-08-01,,Entregue
PED_SKU_1978_ROS_1,SKU_1978_ROS,2025-08-16,153,82.72,,2025-09-30,,Cancelado
PED_SKU_1979_MAR_0,SKU_1979_MAR,2025-06-17,99,64.51,,2025-08-01,,Entregue
PED_SKU_1979_MAR_1,SKU_1979_MAR,2025-08-16,99,64.51,,2025-09-30,,Entregue
PED_SKU_1979_MAR_2,SKU_1979_MAR,2025-10-15,99,64.51,,2025-11-29,,Entregue
PED_SKU_1979_DEN_0,SKU_1979_DEN,2025-06-17,76,64.51,,2025-08-01,,Entregue
PED_SKU_1979_DEN_1,SKU_1979_DEN,2025-08-16,76,64.51,,2025-09-30,,Entregue
PED_SKU_1979_DEN_2,SKU_1979_DEN,2025-10-15,76,64.51,,2025-11-29,,Entregue
PED_SKU_1979_DEN_3,SKU_1979_DEN,2025-12-14,76,64.51,,2026-01-28,,Entregue
PED_SKU_1980_DEN_0,SKU_1980_DEN,2025-06-17,157,50.99,,2025-08-01,,Entregue
PED_SKU_1980_DEN_1,SKU_1980_DEN,2025-08-16,157,50.99,,2025-09-30,,Entregue
PED_SKU_1980_DEE_0,SKU_1980_DEE,2025-06-17,144,50.99,,2025-08-01,,Entregue
PED_SKU_1980_DEE_1,SKU_1980_DEE,2025-08-16,144,50.99,,2025-09-30,,Entregue
PED_SKU_1981_FOR_0,SKU_1981_FOR,2025-06-17,70,163.74,,2025-08-01,,Entregue
PED_SKU_1981_FOR_1,SKU_1981_FOR,2025-08-16,70,163.74,,2025-09-30,,Entregue
PED_SKU_1981_FOR_2,SKU_1981_FOR,2025-10-15,70,163.74,,2025-11-29,,Entregue
PED_SKU_1981_FOR_3,SKU_1981_FOR,2025-12-14,70,163.74,,2026-01-28,,Entregue
PED_SKU_1981_SEA_0,SKU_1981_SEA,2025-06-17,155,163.74,,2025-08-01,,Entregue
PED_SKU_1981_SEA_1,SKU_1981_SEA,2025-08-16,155,163.74,,2025-09-30,,Cancelado
PED_SKU_1982_PIS_0,SKU_1982_PIS,2025-06-17,79,74.04,,2025-08-01,,Entregue
PED_SKU_1982_PIS_1,SKU_1982_PIS,2025-08-16,79,74.04,,2025-09-30,,Entregue
PED_SKU_1982_PIS_2,SKU_1982_PIS,2025-10-15,79,74.04,,2025-11-29,,Entregue
PED_SKU_1982_PIS_3,SKU_1982_PIS,2025-12-14,79,74.04,,2026-01-28,,Entregue
PED_SKU_1982_VAN_0,SKU_1982_VAN,2025-06-17,159,74.04,,2025-08-01,,Entregue
PED_SKU_1982_VAN_1,SKU_1982_VAN,2025-08-16,159,74.04,,2025-09-30,,Entregue
PED_SKU_1983_GAR_0,SKU_1983_GAR,2025-06-17,145,71.52,,2025-08-01,,Cancelado
PED_SKU_1983_GAR_1,SKU_1983_GAR,2025-08-16,145,71.52,,2025-09-30,,Entregue
PED_SKU_1983_SAP_0,SKU_1983_SAP,2025-06-17,153,71.52,,2025-08-01,,Entregue
PED_SKU_1983_SAP_1,SKU_1983_SAP,2025-08-16,153,71.52,,2025-09-30,,Entregue
PED_SKU_1984_PIN_0,SKU_1984_PIN,2025-06-17,107,95.13,,2025-08-01,,Entregue
PED_SKU_1984_PIN_1,SKU_1984_PIN,2025-08-16,107,95.13,,2025-09-30,,Cancelado
PED_SKU_1984_PIN_2,SKU_1984_PIN,2025-10-15,107,95.13,,2025-11-29,,Entregue
PED_SKU_1984_PAS_0,SKU_1984_PAS,2025-06-17,133,95.13,,2025-08-01,,Entregue
PED_SKU_1984_PAS_1,SKU_1984_PAS,2025-08-16,133,95.13,,2025-09-30,,Entregue
PED_SKU_1985_WHI_0,SKU_1985_WHI,2025-06-17,77,118.24,,2025-08-01,,Entregue
PED_SKU_1985_WHI_1,SKU_1985_WHI,2025-08-16,77,118.24,,2025-09-30,,Entregue
PED_SKU_1985_WHI_2,SKU_1985_WHI,2025-10-15,77,118.24,,2025-11-29,,Entregue
PED_SKU_1985_WHI_3,SKU_1985_WHI,2025-12-14,77,118.24,,2026-01-28,,Entregue
PED_SKU_1985_PAS_0,SKU_1985_PAS,2025-06-17,76,118.24,,2025-08-01,,Entregue
PED_SKU_1985_PAS_1,SKU_1985_PAS,2025-08-16,76,118.24,,2025-09-30,,Entregue
PED_SKU_1985_PAS_2,SKU_1985_PAS,2025-10-15,76,118.24,,2025-11-29,,Entregue
PED_SKU_1985_PAS_3,SKU_1985_PAS,2025-12-14,76,118.24,,2026-01-28,,Entregue
PED_SKU_1986_BUB_0,SKU_1986_BUB,2025-06-17,169,61.77,,2025-08-01,,Entregue
PED_SKU_1986_BUB_1,SKU_1986_BUB,2025-08-16,169,61.77,,2025-09-30,,Entregue
PED_SKU_1986_TEA_0,SKU_1986_TEA,2025-06-17,140,61.77,,2025-08-01,,Entregue
PED_SKU_1986_TEA_1,SKU_1986_TEA,2025-08-16,140,61.77,,2025-09-30,,Entregue
PED_SKU_1987_MYS_0,SKU_1987_MYS,2025-06-17,152,355.01,,2025-08-01,,Entregue
PED_SKU_1987_MYS_1,SKU_1987_MYS,2025-08-16,152,355.01,,2025-09-30,,Entregue
PED_SKU_1987_CLO_0,SKU_1987_CLO,2025-06-17,112,355.01,,2025-08-01,,Entregue
PED_SKU_1987_CLO_1,SKU_1987_CLO,2025-08-16,112,355.01,,2025-09-30,,Entregue
PED_SKU_1987_CLO_2,SKU_1987_CLO,2025-10-15,112,355.01,,2025-11-29,,Entregue
PED_SKU_1988_WHI_0,SKU_1988_WHI,2025-06-17,153,161.63,,2025-08-01,,Entregue
PED_SKU_1988_WHI_1,SKU_1988_WHI,2025-08-16,153,161.63,,2025-09-30,,Entregue
PED_SKU_1988_WHI_2,SKU_1988_WHI,2025-10-15,153,161.63,,2025-11-29,,Entregue
PED_SKU_1988_WHI_3,SKU_1988_WHI,2025-12-14,153,161.63,,2026-01-28,,Entregue
PED_SKU_1989_HOT_0,SKU_1989_HOT,2025-06-17,81,115.19,,2025-08-01,,Entregue
PED_SKU_1989_HOT_1,SKU_1989_HOT,2025-08-16,81,115.19,,2025-09-30,,Entregue
PED_SKU_1989_HOT_2,SKU_1989_HOT,2025-10-15,81,115.19,,2025-11-29,,Entregue
PED_SKU_1989_HOT_3,SKU_1989_HOT,2025-12-14,81,115.19,,2026-01-28,,Entregue
PED_SKU_1989_MAG_0,SKU_1989_MAG,2025-06-17,158,115.19,,2025-08-01,,Entregue
PED_SKU_1989_MAG_1,SKU_1989_MAG,2025-08-16,158,115.19,,2025-09-30,,Entregue
PED_SKU_1990_LIM_0,SKU_1990_LIM,2025-06-17,133,59.55,,2025-08-01,,Entregue
PED_SKU_1990_LIM_1,SKU_1990_LIM,2025-08-16,133,59.55,,2025-09-30,,Entregue
PED_SKU_1990_IVO_0,SKU_1990_IVO,2025-06-17,82,59.55,,2025-08-01,,Entregue
PED_SKU_1990_IVO_1,SKU_1990_IVO,2025-08-16,82,59.55,,2025-09-30,,Entregue
PED_SKU_1990_IVO_2,SKU_1990_IVO,2025-10-15,82,59.55,,2025-11-29,,Entregue
PED_SKU_1990_IVO_3,SKU_1990_IVO,2025-12-14,82,59.55,,2026-01-28,,Entregue
PED_SKU_1991_GAR_0,SKU_1991_GAR,2025-06-17,156,95.37,,2025-08-01,,Entregue
PED_SKU_1991_GAR_1,SKU_1991_GAR,2025-08-16,156,95.37,,2025-09-30,,Entregue
PED_SKU_1991_PIN_0,SKU_1991_PIN,2025-06-17,83,95.37,,2025-08-01,,Entregue
PED_SKU_1991_PIN_1,SKU_1991_PIN,2025-08-16,83,95.37,,2025-09-30,,Entregue
PED_SKU_1991_PIN_2,SKU_1991_PIN,2025-10-15,83,95.37,,2025-11-29,,Cancelado
PED_SKU_1991_PIN_3,SKU_1991_PIN,2025-12-14,83,95.37,,2026-01-28,,Entregue
PED_SKU_1992_BAL_0,SKU_1992_BAL,2025-06-17,150,304.48,,2025-08-01,,Entregue
PED_SKU_1992_BAL_1,SKU_1992_BAL,2025-08-16,150,304.48,,2025-09-30,,Entregue
PED_SKU_1992_DEE_0,SKU_1992_DEE,2025-06-17,108,304.48,,2025-08-01,,Entregue
PED_SKU_1992_DEE_1,SKU_1992_DEE,2025-08-16,108,304.48,,2025-09-30,,Entregue
PED_SKU_1992_DEE_2,SKU_1992_DEE,2025-10-15,108,304.48,,2025-11-29,,Cancelado
PED_SKU_1993_SAP_0,SKU_1993_SAP,2025-06-17,138,65.16,,2025-08-01,,Entregue
PED_SKU_1993_SAP_1,SKU_1993_SAP,2025-08-16,138,65.16,,2025-09-30,,Entregue
PED_SKU_1993_MEX_0,SKU_1993_MEX,2025-06-17,96,65.16,,2025-08-01,,Entregue
PED_SKU_1993_MEX_1,SKU_1993_MEX,2025-08-16,96,65.16,,2025-09-30,,Entregue
PED_SKU_1993_MEX_2,SKU_1993_MEX,2025-10-15,96,65.16,,2025-11-29,,Entregue
PED_SKU_1994_COB_0,SKU_1994_COB,2025-06-17,72,73.75,,2025-08-01,,Entregue
PED_SKU_1994_COB_1,SKU_1994_COB,2025-08-16,72,73.75,,2025-09-30,,Entregue
PED_SKU_1994_COB_2,SKU_1994_COB,2025-10-15,72,73.75,,2025-11-29,,Entregue
PED_SKU_1994_COB_3,SKU_1994_COB,2025-12-14,72,73.75,,2026-01-28,,Entregue
PED_SKU_1994_LIM_0,SKU_1994_LIM,2025-06-17,125,73.75,,2025-08-01,,Entregue
PED_SKU_1994_LIM_1,SKU_1994_LIM,2025-08-16,125,73.75,,2025-09-30,,Entregue
PED_SKU_1994_LIM_2,SKU_1994_LIM,2025-10-15,125,73.75,,2025-11-29,,Entregue
PED_SKU_1995_WHI_0,SKU_1995_WHI,2025-06-17,156,71.44,,2025-08-01,,Entregue
PED_SKU_1995_WHI_1,SKU_1995_WHI,2025-08-16,156,71.44,,2025-09-30,,Entregue
PED_SKU_1995_EME_0,SKU_1995_EME,2025-06-17,96,71.44,,2025-08-01,,Entregue
PED_SKU_1995_EME_1,SKU_1995_EME,2025-08-16,96,71.44,,2025-09-30,,Entregue
PED_SKU_1995_EME_2,SKU_1995_EME,2025-10-15,96,71.44,,2025-11-29,,Entregue
PED_SKU_1996_SHO_0,SKU_1996_SHO,2025-06-17,74,65.46,,2025-08-01,,Entregue
PED_SKU_1996_SHO_1,SKU_1996_SHO,2025-08-16,74,65.46,,2025-09-30,,Entregue
PED_SKU_1996_SHO_2,SKU_1996_SHO,2025-10-15,74,65.46,,2025-11-29,,Entregue
PED_SKU_1996_SHO_3,SKU_1996_SHO,2025-12-14,74,65.46,,2026-01-28,,Entregue
PED_SKU_1996_BLA_0,SKU_1996_BLA,2025-06-17,88,65.46,,2025-08-01,,Entregue
PED_SKU_1996_BLA_1,SKU_1996_BLA,2025-08-16,88,65.46,,2025-09-30,,Entregue
PED_SKU_1996_BLA_2,SKU_1996_BLA,2025-10-15,88,65.46,,2025-11-29,,Entregue
PED_SKU_1996_BLA_3,SKU_1996_BLA,2025-12-14,88,65.46,,2026-01-28,,Entregue
PED_SKU_1997_MID_0,SKU_1997_MID,2025-06-17,72,60.2,,2025-08-01,,Entregue
PED_SKU_1997_MID_1,SKU_1997_MID,2025-08-16,72,60.2,,2025-09-30,,Entregue
PED_SKU_1997_MID_2,SKU_1997_MID,2025-10-15,72,60.2,,2025-11-29,,Entregue
PED_SKU_1997_MID_3,SKU_1997_MID,2025-12-14,72,60.2,,2026-01-28,,Entregue
PED_SKU_1997_SPA_0,SKU_1997_SPA,2025-06-17,139,60.2,,2025-08-01,,Entregue
PED_SKU_1997_SPA_1,SKU_1997_SPA,2025-08-16,139,60.2,,2025-09-30,,Entregue
PED_SKU_1998_COR_0,SKU_1998_COR,2025-06-17,99,135.0,,2025-08-01,,Entregue
PED_SKU_1998_COR_1,SKU_1998_COR,2025-08-16,99,135.0,,2025-09-30,,Entregue
PED_SKU_1998_COR_2,SKU_1998_COR,2025-10-15,99,135.0,,2025-11-29,,Entregue
PED_SKU_1998_SAL_0,SKU_1998_SAL,2025-06-17,148,135.0,,2025-08-01,,Entregue
PED_SKU_1998_SAL_1,SKU_1998_SAL,2025-08-16,148,135.0,,2025-09-30,,Entregue
PED_SKU_1999_COB_0,SKU_1999_COB,2025-06-17,163,77.75,,2025-08-01,,Entregue
PED_SKU_1999_COB_1,SKU_1999_COB,2025-08-16,163,77.75,,2025-09-30,,Entregue
PED_SKU_1999_SKY_0,SKU_1999_SKY,2025-06-17,104,77.75,,2025-08-01,,Entregue
PED_SKU_1999_SKY_1,SKU_1999_SKY,2025-08-16,104,77.75,,2025-09-30,,Entregue
PED_SKU_1999_SKY_2,SKU_1999_SKY,2025-10-15,104,77.75,,2025-11-29,,Entregue
PED_SKU_2000_SHO_0,SKU_2000_SHO,2025-06-17,165,70.75,,2025-08-01,,Entregue
PED_SKU_2000_SHO_1,SKU_2000_SHO,2025-08-16,165,70.75,,2025-09-30,,Entregue
PED_SKU_2000_SAG_0,SKU_2000_SAG,2025-06-17,65,70.75,,2025-08-01,,Entregue
PED_SKU_2000_SAG_1,SKU_2000_SAG,2025-08-16,65,70.75,,2025-09-30,,Entregue
PED_SKU_2000_SAG_2,SKU_2000_SAG,2025-10-15,65,70.75,,2025-11-29,,Entregue
PED_SKU_2000_SAG_3,SKU_2000_SAG,2025-12-14,65,70.75,,2026-01-28,,Cancelado
PED_SKU_2001_DEN_0,SKU_2001_DEN,2025-06-17,159,122.4,,2025-08-01,,Entregue
PED_SKU_2001_DEN_1,SKU_2001_DEN,2025-08-16,159,122.4,,2025-09-30,,Entregue
PED_SKU_2001_MAR_0,SKU_2001_MAR,2025-06-17,141,122.4,,2025-08-01,,Entregue
PED_SKU_2001_MAR_1,SKU_2001_MAR,2025-08-16,141,122.4,,2025-09-30,,Entregue
PED_SKU_2002_WHI_0,SKU_2002_WHI,2025-06-17,149,67.45,,2025-08-01,,Entregue
PED_SKU_2002_WHI_1,SKU_2002_WHI,2025-08-16,149,67.45,,2025-09-30,,Entregue
PED_SKU_2002_VAN_0,SKU_2002_VAN,2025-06-17,75,67.45,,2025-08-01,,Entregue
PED_SKU_2002_VAN_1,SKU_2002_VAN,2025-08-16,75,67.45,,2025-09-30,,Entregue
PED_SKU_2002_VAN_2,SKU_2002_VAN,2025-10-15,75,67.45,,2025-11-29,,Entregue
PED_SKU_2002_VAN_3,SKU_2002_VAN,2025-12-14,75,67.45,,2026-01-28,,Entregue
